target_id	1-T2A_S26_L005001.fastq_length	1-T2A_S26_L005001.fastq_eff_length	1-T2A_S26_L005001.fastq_est_counts	1-T2A_S26_L005001.fastq_tpm	2-T2B_S37_L005001.fastq_length	2-T2B_S37_L005001.fastq_eff_length	2-T2B_S37_L005001.fastq_est_counts	2-T2B_S37_L005001.fastq_tpm	3-T2C2_S40_L005001.fastq_length	3-T2C2_S40_L005001.fastq_eff_length	3-T2C2_S40_L005001.fastq_est_counts	3-T2C2_S40_L005001.fastq_tpm	7-T4A_S44_L005001.fastq_length	7-T4A_S44_L005001.fastq_eff_length	7-T4A_S44_L005001.fastq_est_counts	7-T4A_S44_L005001.fastq_tpm	8-T4B_S45_L005001.fastq_length	8-T4B_S45_L005001.fastq_eff_length	8-T4B_S45_L005001.fastq_est_counts	8-T4B_S45_L005001.fastq_tpm	9-T4C_S46_L005001.fastq_length	9-T4C_S46_L005001.fastq_eff_length	9-T4C_S46_L005001.fastq_est_counts	9-T4C_S46_L005001.fastq_tpm	13-T6A_S30_L005001.fastq_length	13-T6A_S30_L005001.fastq_eff_length	13-T6A_S30_L005001.fastq_est_counts	13-T6A_S30_L005001.fastq_tpm	14-T6B2_S31_L005001.fastq_length	14-T6B2_S31_L005001.fastq_eff_length	14-T6B2_S31_L005001.fastq_est_counts	14-T6B2_S31_L005001.fastq_tpm	15-T6C_S32_L005001.fastq_length	15-T6C_S32_L005001.fastq_eff_length	15-T6C_S32_L005001.fastq_est_counts	15-T6C_S32_L005001.fastq_tpm
k141_5203_4170_4294_+	123	19.7807	175	474.437	123	18.2936	122	679.792	123	20.4299	288	2247.17	123	21.1865	98	313.337	123	23.0713	121	288.617	123	27.7833	75	162.802	123	23.8054	23	90.9565	123	27.6803	46	138.701	123	27.7736	51	187.543
k141_5206_1291_1451_-	156	33.5494	0	0	156	33.0149	0	0	156	35.3793	0	0	156	34.947	0	0	156	36.6706	0	0	156	39.8843	0	0	156	34.351	0	0	156	38.1447	0	0	156	38.7505	0	0
k141_5206_1_1236_-	1227	1010.21	0	0	1227	1020.96	0	0	1227	1032.65	0	0	1227	1037.1	0	0	1227	1029.46	0	0	1227	1028.39	0	0	1227	1017.21	0	0	1227	1037.76	0	0	1227	1041.81	0	0
k141_5238_1_607_+	603	387.837	0	0	603	399.169	0	0	603	409.993	0	0	603	414.488	0	0	603	407.356	0	0	603	405.904	0	0	603	395.356	0	0	603	414.796	0	0	603	418.603	0	0
k141_5238_643_1317_-	672	506.175	2	0.211891	672	466.76	0	0	672	481.133	1.00521	0.333045	672	482.685	0	0	672	504.248	2	0.21827	672	473.964	0	0	672	463.13	0	0	672	517.307	1	0.16134	672	487.142	0	0
k141_523_1_1094_-	1092	966.483	126.966	7.04493	1092	949.249	277.319	29.7793	1092	931.337	277.639	47.5208	1092	992.153	60.036	4.09901	1092	970.326	117.765	6.67892	1092	977.809	95.7181	5.90369	1092	960.532	150.401	14.7407	1092	980.407	61.0985	5.20135	1092	992.831	55.027	5.66061
k141_524_10087_11034_+	945	728.207	0	0	945	1009.49	3	0.302924	945	1015.86	1	0.156919	945	1067.82	3	0.190313	945	1063.77	2	0.103464	945	1054.34	6	0.343207	945	1058.8	2	0.177827	945	1133.22	3	0.220953	945	1171.85	3	0.261465
k141_524_11060_11548_-	486	275.566	0	0	486	352.582	2	0.578209	486	352.976	3	1.35483	486	365.972	3	0.555289	486	362.402	1	0.151851	486	362.116	1	0.166546	486	353.839	3	0.798172	486	388.587	1	0.214784	486	394.988	1	0.25857
k141_524_11624_13115_-	1482	1630.39	31	1.01965	1482	1548.71	26	1.71127	1482	1527.78	19	1.98246	1482	1678.2	17	0.6862	1482	1647.89	25	0.834874	1482	1661.46	17	0.61708	1482	1701.55	8	0.442615	1482	1717.87	9	0.437264	1482	1779.8	19	1.0903
k141_524_13137_17198_-	4053	7199.9	10	0.0744827	4053	6931.79	16	0.235283	4053	6973	11	0.251468	4053	7742.73	7	0.0612421	4053	7635.13	5	0.0360381	4053	7684.59	6	0.0470884	4053	7629.6	9	0.111051	4053	8068.35	6	0.0620666	4053	8551.26	10	0.119435
k141_524_17493_18422_+	927	859.154	6	0.374509	927	849.969	8	0.959406	927	845.564	6	1.13114	927	919.49	3	0.221014	927	901.099	11	0.671782	927	902.426	10	0.6683	927	876.633	3	0.32217	927	936.254	5	0.445726	927	958.529	2	0.213102
k141_524_18485_19349_+	858	1263.72	16	0.678972	858	1211.7	18	1.51424	858	1212.63	6	0.788736	858	1357.47	2	0.0998033	858	1317.11	6	0.250691	858	1348.67	14	0.626046	858	1323.67	3	0.213365	858	1347.9	5	0.309603	858	1446.61	4	0.282404
k141_524_19696_22687_-	2979	4854.3	16	0.176756	2979	4711.9	38	0.82206	2979	4691.6	23	0.781479	2979	5112.21	15	0.19876	2979	5039.69	10	0.109195	2979	5125.85	37	0.43533	2979	5057.01	14	0.260625	2979	5372.75	14	0.217482	2979	5651.57	9	0.162643
k141_524_1_4029_+	4017	5974.26	17	0.152597	4017	5719.64	25	0.44554	4017	5710.52	30	0.837443	4017	6285.28	8	0.0862207	4017	6200.79	11	0.0976234	4017	6256.74	20	0.192781	4017	6188.41	6	0.0912754	4017	6418.23	17	0.221068	4017	6741.95	11	0.166636
k141_524_22824_24322_+	1491	2069.98	1	0.0259069	1491	1993.17	4	0.204565	1491	2033.4	1	0.0783949	1491	2251.35	2	0.0601772	1491	2186.74	2	0.0503318	1491	1292.39	0	0	1491	2112.16	3	0.133713	1491	2219.63	1	0.037602	1491	1305.81	0	0
k141_524_24331_24478_+	144	27.8021	1	1.92888	144	27.0612	1	3.76677	144	29.1254	2	10.9463	144	28.4574	0	0	144	30.3368	0	0	144	34.0489	1	1.77125	144	28.8467	0	0	144	32.5893	0	0	144	33.1924	0	0
k141_524_24634_25500_+	864	1144.97	1	0.046837	864	1157.14	1	0.0880905	864	1156.9	1	0.137788	864	1270.25	4	0.213313	864	1241.63	1	0.0443219	864	665.461	0	0	864	1219.46	1	0.0771993	864	1387.46	2	0.12031	864	678.807	0	0
k141_524_25501_26418_+	915	698.207	0	0	915	1117.72	1	0.0911975	915	1160.7	2	0.274676	915	1405.25	1	0.048205	915	1381.46	3	0.119506	915	1397.97	2	0.086281	915	1406.03	2	0.133911	915	725.853	0	0	915	729.807	0	0
k141_524_26453_27988_+	1533	1925.48	4	0.111404	1533	1863.07	14	0.765975	1533	1900.12	2	0.167787	1533	2098.3	6	0.1937	1533	2031	1	0.0270956	1533	2018.83	9	0.26886	1533	2026.85	4	0.185789	1533	2095.09	4	0.159349	1533	2183.35	3	0.140333
k141_524_28028_28480_-	450	350.395	2	0.306093	450	363.657	4	1.1212	450	387.831	1	0.411024	450	266.472	0	0	450	438.118	1	0.125608	450	430.227	3	0.420539	450	250.85	0	0	450	500.867	1	0.166636	450	504.791	2	0.404652
k141_524_28548_28952_-	402	200.949	0	0	402	278.776	3	1.09694	402	284.737	1	0.559843	402	297.914	1	0.227381	402	294.718	1	0.186725	402	217.079	0	0	402	208.289	0	0	402	288.773	3	0.867074	402	305.136	1	0.33471
k141_524_29038_29166_+	126	20.9037	0	0	126	19.3232	0	0	126	21.5849	0	0	126	22.1751	0	0	126	24.1177	0	0	126	28.6993	0	0	126	24.5313	0	0	126	28.5325	0	0	126	28.6369	0	0
k141_524_29254_30432_+	1176	1348.46	14	0.556766	1176	1317.98	16	1.23745	1176	1363.7	10	1.16894	1176	1582.34	2	0.08562	1176	1514.47	11	0.399705	1176	1466.73	4	0.164473	1176	1412.21	1	0.0666627	1176	1538.81	11	0.59662	1176	1606.61	6	0.38142
k141_524_30451_30964_+	510	406.426	2	0.263895	510	387.873	10	2.62801	510	403.015	2	0.791078	510	435.963	1	0.15538	510	420.242	5	0.654755	510	416.687	2	0.28947	510	453.558	2	0.415125	510	459.736	2	0.363089	510	494.429	1	0.206566
k141_524_31098_33259_+	2157	3461.31	5	0.077466	2157	3367.98	9	0.272388	2157	3368.41	10	0.473245	2157	3678.28	4	0.0736651	2157	3646.4	4	0.0603677	2157	3700.48	5	0.0814882	2157	3625.29	4	0.103872	2157	3955.85	2	0.042197	2157	1971.81	0	0
k141_524_33272_34812_+	1536	2460.88	2	0.0435835	1536	2380.51	6	0.256919	1536	2407.59	7	0.463474	1536	1346.1	0	0	1536	1338.46	0	0	1536	2597.84	2	0.0464302	1536	1326.21	0	0	1536	2703.3	3	0.0926231	1536	2866.28	1	0.0356323
k141_524_34876_36929_+	2046	2765.64	20	0.387808	2046	2752.83	35	1.296	2046	2731	32	1.86783	2046	3022.17	12	0.268972	2046	2897.65	20	0.379833	2046	2910.97	49	1.01517	2046	2837.42	8	0.265429	2046	3092.06	23	0.620829	2046	3235.69	10	0.315642
k141_524_37054_37347_-	291	115.204	0	0	291	121.886	7	5.8541	291	126.501	4	5.04051	291	129.312	8	4.19081	291	128.688	3	1.2829	291	126.486	6	2.86083	291	118.959	5	3.95691	291	128.85	5	3.23876	291	163.932	1	0.623015
k141_524_37412_37570_+	156	33.5494	0	0	156	33.0149	3	9.26247	156	35.3793	0	0	156	34.947	1	1.93836	156	36.6706	0	0	156	39.8843	1	1.5121	156	34.351	0	0	156	38.1447	0	0	156	38.7505	0	0
k141_524_37628_38860_+	1230	1351.11	29	1.15104	1230	1314.66	76	5.8927	1230	1310.26	69	8.39463	1230	1508.94	40	1.79569	1230	1466.05	31	1.16364	1230	1475.66	40	1.63477	1230	1450.39	23	1.49287	1230	1515.73	24	1.32154	1230	1598.08	34	2.17292
k141_524_39088_39717_-	627	788.677	1	0.0679959	627	794.795	3	0.384753	627	822.905	6	1.16228	627	1024.22	1	0.0661384	627	968.134	1	0.0568425	627	429.442	0	0	627	877.359	3	0.321903	627	984.103	2	0.169622	627	1054.69	1	0.0968361
k141_524_39748_39828_+	78	11.2287	0	0	78	9.88745	0	0	78	11.2809	0	0	78	10.4726	1	6.46829	78	12.1429	0	0	78	11.781	0	0	78	11.1896	0	0	78	11.1215	0	0	78	11.5914	1	8.81101
k141_524_39953_41776_+	1818	2581.24	14	0.290859	1818	2446.75	15	0.62491	1818	2466.98	9	0.58155	1818	2686.39	11	0.277376	1818	2643.34	4	0.0832752	1818	2621.13	6	0.138053	1818	2572.26	4	0.146395	1818	2619.63	1	0.0318604	1818	2778.78	2	0.0735085
k141_524_4093_4551_+	456	278.322	4	0.770714	456	276.118	11	4.06082	456	270.581	4	2.35653	456	290.683	1	0.233037	456	281.225	6	1.1741	456	285.367	8	1.69071	456	268.31	1	0.350868	456	309.288	5	1.34927	456	309.207	3	0.99091
k141_524_41789_42789_+	996	1146.69	11	0.51443	996	1143.38	12	1.06981	996	1155.05	9	1.24209	996	1195.26	2	0.113347	996	1182.41	1	0.0465414	996	797.391	0	0	996	1191.92	5	0.394917	996	806.756	0	0	996	810.807	0	0
k141_524_42949_44920_+	1968	2851.7	10	0.188052	1968	2780.5	17	0.623221	1968	2788.47	2	0.114333	1968	3054.98	5	0.110868	1968	2994.01	2	0.0367608	1968	2996.22	10	0.201284	1968	2945.53	3	0.0958824	1968	3061.03	1	0.0272661	1968	3241.61	5	0.157533
k141_524_44942_47053_-	2103	3405.57	3	0.0472404	2103	3301.97	5	0.154352	2103	3327.77	5	0.239512	2103	3590.84	2	0.0377294	2103	3541.47	2	0.0310781	2103	3563.8	1	0.0169227	2103	3467.73	6	0.162887	2103	3596.61	4	0.0928234	2103	3827.38	3	0.0800539
k141_524_4568_7523_-	2943	4410.83	23	0.279634	2943	4302.45	51	1.20829	2943	4296.57	31	1.15014	2943	4907.78	19	0.262249	2943	4776.37	28	0.322603	2943	4806.59	35	0.439151	2943	4669.81	12	0.241915	2943	4961.01	18	0.302826	2943	5236.23	10	0.195049
k141_524_47206_48644_+	1437	1220.21	0	0	1437	1230.96	0	0	1437	1156.24	3	0.413603	1437	1346.37	2	0.100626	1437	1295.05	6	0.25496	1437	1282.26	5	0.235168	1437	1279.48	3	0.220735	1437	1305.38	3	0.191812	1437	1251.81	0	0
k141_524_7626_9593_+	1962	2619.78	5	0.10235	1962	2514.89	11	0.44585	1962	2537.73	15	0.942226	1962	2750.66	6	0.147761	1962	2687.8	8	0.163796	1962	2679.46	13	0.292604	1962	2603.7	5	0.180784	1962	1772.76	0	0	1962	2874.83	1	0.0355263
k141_5254_1998_3877_+	1872	1655.21	0	0	1872	1665.96	0	0	1872	1677.65	0	0	1872	1682.1	0	0	1872	1674.46	0	0	1872	1673.39	0	0	1872	1662.21	0	0	1872	1682.76	0	0	1872	1686.81	0	0
k141_5254_1_275_-	273	103.129	0	0	273	108.661	0	0	273	112.982	0	0	273	115.609	0	0	273	115.148	0	0	273	112.919	0	0	273	106.117	0	0	273	115.34	0	0	273	116.482	0	0
k141_5254_291_845_-	552	338.305	0	0	552	350.057	0	0	552	360.257	0	0	552	364.285	0	0	552	357.677	0	0	552	356.49	0	0	552	346.2	0	0	552	364.738	0	0	552	368.31	0	0
k141_5254_852_1911_-	1053	836.207	0	0	1053	846.962	0	0	1053	858.655	0	0	1053	863.103	0	0	1053	855.463	0	0	1053	854.391	0	0	1053	843.212	0	0	1053	863.756	0	0	1053	867.807	0	0
k141_5279_1007_1762_-	753	536.382	0	0	753	547.232	0	0	753	558.846	0	0	753	563.266	0	0	753	555.77	0	0	753	554.639	0	0	753	543.451	0	0	753	564.004	0	0	753	567.946	0	0
k141_5279_1894_2414_-	513	301.061	0	0	513	312.836	0	0	513	322.57	0	0	513	326.448	0	0	513	320.482	0	0	513	318.928	0	0	513	308.925	0	0	513	326.664	0	0	513	330.132	0	0
k141_5279_1_676_+	672	456.004	0	0	672	466.76	0	0	672	478.176	0	0	672	482.685	0	0	672	475.255	0	0	672	473.964	0	0	672	463.13	0	0	672	483.199	0	0	672	487.142	0	0
k141_5279_850_981_+	129	22.0135	0	0	129	20.5805	0	0	129	22.5912	0	0	129	23.0741	0	0	129	24.839	0	0	129	29.1673	0	0	129	24.8428	0	0	129	28.8369	0	0	129	28.9526	0	0
k141_5289_1_753_-	744	527.471	0	0	744	391.881	1	0.260113	744	385.999	1	0.412976	744	431.913	1	0.156837	744	546.797	0	0	744	431.359	1	0.139812	744	534.469	0	0	744	440.443	1	0.189497	744	450.968	1	0.226473
k141_5289_770_1292_-	516	303.918	0	0	516	315.698	0	0	516	241.149	2	1.32207	516	280.102	1	0.24184	516	269.859	1	0.203925	516	321.782	0	0	516	278.117	1	0.338496	516	287.146	2	0.581324	516	333.054	0	0
k141_5299_1070_1842_+	771	573.536	12.1014	1.13151	771	561.975	27.3927	4.96859	771	547.368	32.4823	9.45971	771	561.735	2.05802	0.248179	771	552.297	3.03245	0.302155	771	556.689	2.03836	0.220826	771	555.345	14.1908	2.4056	771	563.51	3.037	0.449816	771	592.047	2.03477	0.351011
k141_5299_1_943_+	939	1141.92	4	0.187848	939	1121.83	2	0.181726	939	1084.74	3	0.440866	939	1172.89	15.6001	0.900985	939	1129.35	39.6535	1.93223	939	1127.12	24.9531	1.33517	939	1099.51	2	0.171243	939	1124.07	5	0.371252	939	1191.64	5	0.428537
k141_5317_1_1353_-	1353	971.208	7	0.386516	1353	917.643	16	1.7773	1353	909.383	23	4.03173	1353	1072.97	1	0.0631334	1353	1029.01	10	0.534795	1353	1034.41	6	0.349819	1353	1030.33	3	0.274112	1353	1090.7	2	0.153044	1353	1106.78	1	0.0922787
k141_5329_100849_102309_-	1458	699.901	108	8.27502	1458	669.084	131	19.9575	1458	676.425	88	20.7383	1458	771.307	117	10.2755	1458	739.765	201	14.9524	1458	743.833	137	11.1078	1458	761.058	91	11.2566	1458	772.141	64	6.91791	1458	795.764	46	5.90386
k141_5329_102380_104500_-	2118	1342.86	720	28.7531	2118	1294.9	1074	84.544	2118	1257.31	595	75.4373	2118	1378	582	28.6102	2118	1336.86	923	37.9947	2118	1360.28	684	30.3256	2118	1362.97	277	19.1327	2118	1399.94	224	13.3545	2118	1410.59	179	12.9602
k141_5329_10378_10983_-	603	218.285	14	3.43943	603	213.114	18	8.60946	603	223.061	8	5.71711	603	272.166	15	3.73339	603	256.853	21	4.49928	603	255.699	18	4.24547	603	259.4	38	13.791	603	306.945	34	9.24505	603	297.745	46	15.7789
k141_5329_104564_106463_-	1890	898.645	271	16.172	1890	860.014	318	37.6909	1890	854.694	184	34.3176	1890	951.493	292	20.7885	1890	919.326	420	25.1413	1890	927.59	331	21.5206	1890	935.307	100	10.0653	1890	948.669	103	9.06178	1890	951.717	108	11.5899
k141_5329_106751_107980_-	1221	642.739	176	14.6845	1221	621.426	160	26.245	1221	622.232	141	36.1224	1221	686.979	315	31.0608	1221	671.328	423	34.6748	1221	677.486	386	34.3613	1221	670.764	323	45.333	1221	682.338	431	52.7193	1221	708.099	333	48.03
k141_5329_108091_108582_-	489	278.368	0	0	489	290.425	0	0	489	299.402	0	0	489	303.318	4	0.89332	489	298.003	4	0.738665	489	296.139	9	1.83286	489	286.405	10	3.28701	489	303.822	1	0.274709	489	306.888	6	1.9968
k141_5329_108746_109837_+	1089	520.308	64	6.59632	1089	489.379	59	12.2892	1089	508.096	38	11.922	1089	680.053	37	3.68557	1089	624.461	103	9.07696	1089	595.906	56	5.66753	1089	560.274	59	9.91364	1089	605.933	65	8.95324	1089	621.69	71	11.664
k141_5329_109878_110663_-	783	267.67	188	37.6651	783	257.833	140	55.3485	783	261.243	137	83.596	783	294.385	504	115.974	783	281.86	1034	201.881	783	282.943	941	200.574	783	281.286	1943	650.289	783	321.596	1343	348.544	783	311.602	1075	352.347
k141_5329_110684_111031_-	345	154.397	110	38.2063	345	164.079	101	62.7456	345	170.248	87	81.4604	345	173.533	308	120.231	345	171.224	687	220.8	345	168.689	621	222.018	345	160.413	856	502.361	345	172.828	542	261.745	345	174.758	545	318.51
k141_5329_11085_12225_-	1134	469.946	2	0.228225	1134	927.962	0	0	1134	457.485	1	0.348444	1134	488.195	4	0.555025	1134	471.83	2	0.233267	1134	479.49	4	0.503111	1134	495.545	3	0.569927	1134	492.806	5	0.846809	1134	495.246	2	0.41245
k141_5329_111128_111781_-	651	308.331	202	35.133	651	291.054	201	70.3945	651	310.154	126	64.7594	651	360.986	301	56.4835	651	341.18	581	93.7133	651	342.096	471	83.0339	651	303.984	626	193.867	651	353.408	369	87.1447	651	355.549	364	104.56
k141_5329_111794_112360_-	564	272.161	71	13.9899	564	265.78	68	26.0797	564	294.237	32	17.3365	564	389.043	140	24.3768	564	346.01	236	37.5346	564	332.008	170	30.8805	564	330.161	240	68.4333	564	413.037	200	40.414	564	416.258	108	26.4986
k141_5329_112427_114753_-	2319	1290.34	83	3.4495	2319	1250.37	68	5.54353	2319	1228.18	40	5.1917	2319	1305.62	132	6.84864	2319	1281.78	195	8.37203	2319	1320.14	181	8.26877	2319	1335.64	277	19.5241	2319	1318.62	240	15.1909	2319	1351	194	14.6659
k141_5329_114758_117456_-	2688	1446.6	63	2.33547	2688	1372.5	60	4.4561	2688	1359.17	33	3.87034	2688	1559.6	81	3.51818	2688	1514.62	150	5.45	2688	1518.64	104	4.1301	2688	1561.04	131	7.90021	2688	1551.38	116	6.24066	2688	1557.96	112	7.34217
k141_5329_117493_117766_-	267	99.0332	21	11.3716	267	104.352	18	17.5828	267	108.54	14	20.5612	267	110.809	8	4.89059	267	110.652	37	18.4015	267	108.494	46	25.5702	267	101.918	28	25.8636	267	110.794	19	14.3129	267	112.019	15	13.6761
k141_5329_117879_118622_-	741	330.657	157	25.4627	741	320.326	232	73.8263	741	316.564	126	63.4481	741	347.491	148	28.8512	741	336.412	385	62.9793	741	339.212	334	59.3825	741	339.822	355	98.3464	741	343.956	217	52.6561	741	354.158	180	51.9085
k141_5329_118683_119405_-	720	243.636	18	3.96198	720	230.974	29	12.7982	720	238.472	19	12.7007	720	261.985	27	6.98125	720	256.066	67	14.399	720	262.328	59	13.5641	720	252.28	40	14.9265	720	268.251	52	16.1791	720	270.693	33	12.4508
k141_5329_119512_120204_+	687	270.036	3	0.595774	687	265.331	2	0.768346	687	264.703	5	3.01108	687	285.084	19	4.51467	687	280.496	22	4.31622	687	285.117	28	5.92267	687	283.852	22	7.29647	687	283.64	20	5.88511	687	291.893	18	6.29812
k141_5329_120221_120619_-	396	195.931	99	27.0966	396	206.911	52	25.6175	396	214.447	56	41.6273	396	217.198	219	68.3021	396	213.675	377	97.0946	396	211.742	387	110.227	396	203.081	879	407.476	396	217.399	633	243.017	396	219.548	566	263.299
k141_5329_120666_121232_-	558	219.696	88	21.4804	558	236.63	126	54.277	558	233.858	80	54.5317	558	248.356	50	13.6377	558	248.372	108	23.9293	558	248.924	90	21.8052	558	236.659	67	26.6522	558	245.934	71	24.0953	558	253.515	50	20.1432
k141_5329_121449_123275_-	1818	980.795	221	12.0836	1818	923.998	247	27.2484	1818	926.692	159	27.3509	1818	1071.73	427	26.989	1818	1049.24	620	32.5182	1818	1094.07	541	29.8218	1818	1126.65	440	36.7658	1818	1164.11	448	32.12	1818	1220.36	442	36.9912
k141_5329_123331_123940_-	603	387.837	0	0	603	399.169	0	0	603	409.993	0	0	603	414.488	0	0	603	260.104	2	0.423148	603	257.684	1	0.234043	603	395.356	0	0	603	259.643	3	0.964351	603	265.861	2	0.768312
k141_5329_12390_14615_-	2217	1026.73	93	4.85746	2217	980.8	158	16.4207	2217	986.641	108	17.4492	2217	1089.98	166	10.3166	2217	1060.91	410	21.2673	2217	1087.2	375	20.8019	2217	1106.04	368	31.3228	2217	1135.84	296	21.7503	2217	1134.33	218	19.6282
k141_5329_124133_127154_+	3018	1667.23	217	6.97985	3018	1570.44	423	27.4558	3018	1531.42	267	27.7925	3018	1724.01	290	11.3947	3018	1670.76	565	18.6099	3018	1696.92	479	17.0238	3018	1760.74	312	16.6817	3018	1751.26	254	12.1053	3018	1756.72	263	15.2903
k141_5329_127204_127560_-	354	161.376	5	1.66155	354	171.336	2	1.18986	354	177.861	5	4.48126	354	181.108	10	3.74032	354	178.342	10	3.08571	354	176.166	21	7.18918	354	167.777	27	15.15	354	180.534	13	6.01003	354	182.467	24	13.4335
k141_5329_127573_129471_-	1890	1267.4	11	0.465438	1890	1219.9	21	1.75473	1890	1200.3	10	1.32807	1890	1332.71	28	1.42321	1890	1301.38	56	2.36806	1890	1312.07	64	2.94175	1890	1307.3	80	5.76098	1890	1405.99	45	2.67129	1890	1409.43	37	2.68116
k141_5329_129487_130119_-	630	217.158	1	0.246948	630	206.231	2	0.988532	630	436.633	0	0	630	249.201	8	2.17463	630	243.759	6	1.35456	630	257.777	12	2.8075	630	215.664	31	13.5321	630	266.682	17	5.32042	630	284.266	11	3.95212
k141_5329_130123_130284_-	159	34.9778	0	0	159	34.5067	0	0	159	37.1139	0	0	159	36.6372	0	0	159	38.3515	0	0	159	41.4199	0	0	159	35.8699	0	0	159	39.7818	0	0	159	40.4021	0	0
k141_5329_130360_131585_-	1221	518.568	152	15.7188	1221	498.72	202	41.2867	1221	498.936	165	52.7169	1221	576.897	83	9.74599	1221	553.206	175	17.4084	1221	569.903	101	10.6882	1221	594.887	11	1.74076	1221	621.344	14	1.88056	1221	623.722	16	2.61994
k141_5329_131591_131917_-	324	138.872	19	7.33704	324	147.086	27	18.7115	324	152.729	14	14.6122	324	174.592	7	2.71594	324	154.338	24	8.55747	324	151.935	17	6.74798	324	143.526	6	3.93553	324	155.268	1	0.537539	324	156.961	1	0.650686
k141_5329_131969_132085_-	114	17.1204	0	0	114	15.4981	1	6.57714	114	17.566	0	0	114	18.2015	0	0	114	20.1393	0	0	114	24.7418	0	0	114	21.5534	0	0	114	24.8913	2	6.70617	114	24.9243	2	8.19538
k141_5329_132195_133049_-	852	328.887	125	20.3819	852	309.202	102	33.6259	852	300.735	94	49.8258	852	326.158	433	89.9302	852	328.183	546	91.5557	852	332.198	437	79.3356	852	337.556	42	11.7134	852	346.839	46	11.0693	852	347.79	50	14.683
k141_5329_133124_133803_-	672	270.036	1358	269.687	672	271.146	1270	477.436	672	290.525	1844	1011.79	672	308.605	5193	1139.88	672	300.388	8736	1600.43	672	309.05	9274	1809.76	672	286.855	9218	3025.21	672	316.885	10152	2673.87	672	319.995	7138	2278.22
k141_5329_133805_133891_+	84	12.6772	12	50.762	84	10.3596	16	157.432	84	12.247	24	312.386	84	12.6489	67	358.812	84	14.439	112	426.864	84	14.4819	65	270.689	84	14.1441	93	618.998	84	14.5475	145	831.898	84	14.9451	122	833.724
k141_5329_134024_135590_-	1560	935.93	106	6.07357	1560	901.541	237	26.7965	1560	901.467	206	36.4274	1560	1049.18	166	10.7178	1560	1001.39	431	23.6855	1560	997.313	494	29.873	1560	955.874	314	30.9251	1560	978.432	228	19.4489	1560	1002.69	181	18.4364
k141_5329_136165_138705_-	2538	1351.45	185	7.34095	2538	1291.31	235	18.5504	2538	1266.91	164	20.6351	2538	1440.69	624	29.34	2538	1382.83	1291	51.3767	2538	1421.43	1106	46.9259	2538	1435.15	1205	79.0442	2538	1436.47	1005	58.3931	2538	1448.14	891	62.8392
k141_5329_138790_141768_-	2970	1428.34	304	11.4136	2970	1348.12	291	22.0028	2970	1360.21	224	26.2513	2970	1516.23	483	21.5788	2970	1474.18	891	33.261	2970	1502.32	745	29.9072	2970	1498.38	981	61.6352	2970	1521.05	632	34.679	2970	1544.61	637	42.1194
k141_5329_141853_147488_-	5625	2897.05	451	8.34837	5625	2740.7	577	21.46	5625	2730.25	313	18.2748	5625	3064.88	434	9.59228	5625	2972.62	915	16.9391	5625	3010.66	895	17.9285	5625	3089.88	549	16.7268	5625	3115.15	542	14.5215	5625	3129.86	472	15.4021
k141_5329_14693_15276_-	576	361.424	20	2.96753	576	372.945	16	4.37312	576	383.625	9	3.73978	576	387.871	16	2.79434	576	381.055	41	5.92113	576	379.589	42	6.67297	576	369.148	31	7.90574	576	388.298	54	11.607	576	391.94	23	5.99336
k141_5329_147702_148115_-	411	208.64	30	7.71091	411	220.022	29	13.4353	411	227.816	11	7.69695	411	230.707	53	15.5618	411	226.99	99	24.0014	411	224.788	91	24.4147	411	215.943	125	54.4945	411	230.969	129	46.6152	411	233.227	119	52.1112
k141_5329_148116_148871_-	753	365.291	49	7.19348	753	360.261	57	16.1277	753	345.742	39	17.9813	753	370.745	48	8.77025	753	364.31	153	23.1115	753	370.191	188	30.6278	753	369.937	93	23.6667	753	358.543	83	19.3209	753	367.759	80	22.2172
k141_5329_148905_149770_-	858	409.012	73	9.57124	858	400.684	45	11.4479	858	405.724	25	9.82245	858	465.323	85	12.374	858	441.23	184	22.9489	858	446.571	190	25.6594	858	434.491	200	43.3342	858	485.015	144	24.7799	858	485.565	118	24.8198
k141_5329_149782_150174_-	390	190.769	60	16.8665	390	201.807	31	15.6581	390	209.089	16	12.1983	390	211.967	60	19.1747	390	208.493	151	39.856	390	206.6	108	31.5266	390	197.925	144	68.4925	390	212.021	109	42.9081	390	214.233	128	61.0221
k141_5329_150190_151368_-	1170	484.381	56	6.19987	1170	462.517	50	11.0194	1170	471.917	32	10.8092	1170	554.78	40	4.88411	1170	518.733	93	9.86615	1170	520.337	41	4.75206	1170	516.827	99	18.0331	1170	552.278	66	9.97419	1170	548.766	46	8.56117
k141_5329_151380_152348_-	966	511.475	137	14.3641	966	485.386	92	19.3204	966	494.886	53	17.0719	966	549.207	120	14.801	966	538.732	206	21.0428	966	542.551	144	16.0068	966	574.98	278	45.517	966	572.125	179	26.1128	966	579.147	158	27.8632
k141_5329_152373_153554_-	1179	485.318	70	7.73488	1179	477.049	60	12.8205	1179	490.224	22	7.15383	1179	550.516	45	5.53718	1179	528.875	97	10.0932	1179	535.711	70	7.88045	1179	531.462	152	26.9248	1179	540.332	145	22.3975	1179	550.497	115	21.3356
